Datum,NS - H (mnm),NS -Z (cm),NS - Proticaj (m3/s),NS - T vode   (°C),NS - pH (-),NS - Ep. (µS/cm),NS - O2 (mg/l),NS - O2 (%),NS - HPK (mg/l),NS - NH4-N (mg/l),NS - NO2-N  (mg/l)
11/21/2021,72.22,49,1380,8,8.5,469.75,11.325,96.25,3.475,0.1225,0.00475
11/22/2021,72.23,50,1380,8,8.5,468,11.4,97,3.5,0.13,0.005
11/23/2021,72.21,48,1400,8.1,8.5,475,11.1,94,3.4,0.1,0.004
11/24/2021,72.15,42,1360,8,8.5,479,11,92,3,0.12,0.006
11/25/2021,72.1,37,1310,7.6,8.5,474,11.3,94,3.3,0.1,0.008
11/26/2021,72.08,35,1310,7.5,8.4,483,10.8,90,3.5,0.13,0.007
11/27/2021,72.01,28,1270,7.5,8.425,480.75,10.925,91,3.45,0.1225,0.00725
11/28/2021,71.97,24,1260,7.5,8.3,483.75,11.1,92.5,3.15,0.1225,0.00775
11/29/2021,72.02,29,1310,7.5,8.3,484,10.9,91,2.9,0.12,0.007
11/30/2021,72.06,33,1340,7.5,8.3,483,11.7,97,3.9,0.13,0.01
12/1/2021,72.1,37,1320,7.5,8.3,474,11.5,94,3.1,0.14,0.009
12/2/2021,72.2,47,1280,7.4,8.3,474,11.5,94,3.6,0.12,0.007
12/3/2021,72.35,62,1290,7.3,8.3,480,11.5,94,3.3,0.07,0.011
12/4/2021,72.4,67,1290,7,8.3,478.5,11.5,94,3.375,0.0825,0.01
12/5/2021,72.49,76,1320,6.5,8.4,479.5,11.625,94.25,3.2,0.1025,0.01075
12/6/2021,72.73,100,1450,6,8.4,478,11.6,95,3.2,0.11,0.01
12/7/2021,73.05,132,1690,6,8.4,484,11.7,92,3.2,0.08,0.013
12/8/2021,73.21,148,1760,6,8.4,457,11,85,3.2,0.1,0.015
12/9/2021,73.29,156,1810,6,8.2,468,11.7,91,3.6,0.08,0.016
12/10/2021,73.32,159,1830,6,8.1,472,12,93,2.9,0.09,0.014
12/11/2021,73.3,157,1820,6,8.125,471,11.925,92.5,3.075,0.0875,0.0145
12/12/2021,73.25,152,1770,6,8.075,483,12.5,93.75,3.6,0.06,0.01225
12/13/2021,73.19,146,1700,5.5,8.1,482,12.4,93,3.8,0.06,0.012
12/14/2021,73.13,140,1640,5.5,8,486,12.8,96,3,0.06,0.013
12/15/2021,73.08,135,1650,3.7,8,492,12.3,92,2.5,0.08,0.012
12/16/2021,72.99,126,1590,4,8,494,13,98,3.1,0.06,0.013
12/17/2021,72.9,117,1520,4,8,492,13.8,105,3,0.06,0.011
12/18/2021,72.88,115,1570,4,8,492.5,13.6,103.25,3.025,0.06,0.0115
12/19/2021,72.96,123,1680,3.5,8,490.25,12.25,92,2.75,0.0675,0.012
12/20/2021,73,127,1740,3.5,8,488,12.1,91,2.7,0.07,0.012
12/21/2021,73.03,130,1800,3,8,497,12.7,95,2.9,0.06,0.012
12/22/2021,73.01,128,1810,3,8.1,501,12.2,91,3.3,0.06,0.013
12/23/2021,72.92,119,1770,3,8.1,509,12.3,91,3.1,0.05,0.012
12/24/2021,72.8,107,1700,3,8,514,12.5,94,3.5,0.03,0.014
12/25/2021,72.74,101,1650,3,8.025,512.75,12.45,93.25,3.4,0.035,0.0135
12/26/2021,72.73,100,1650,3,8.075,512.75,12.3,93.5,3,0.07,0.0145
12/27/2021,72.7,97,1600,3,8.1,513,12.2,93,3.1,0.07,0.015
12/28/2021,72.64,91,1520,2.5,8,512,12.6,95,2.7,0.07,0.013
12/29/2021,72.69,96,1490,2.5,8.1,516,12.2,93,3.2,0.07,0.013
12/30/2021,72.89,116,1610,2.5,8,524,12,91,3.1,0.07,0.013
12/31/2021,73.14,141,1680,2.5,8.1,530,11.9,90,2.9,0.07,0.013
1/1/2022,73.34,161,1900,2.5,8.1,530,11.9,90,2.9,0.07,0.013
1/2/2022,73.59,186,2120,2.5,8.1,530,11.9,90,2.9,0.07,0.013
1/3/2022,74.01,228,2660,2.5,7.975,525.25,11.825,92.25,4.15,0.0625,0.021
1/4/2022,74.42,269,3020,2.5,8,526,11.6,90,4.2,0.06,0.018
1/5/2022,74.71,298,3340,2.5,7.9,523,12.5,99,4,0.07,0.03
1/6/2022,74.87,314,3440,3.3,8,496,11.5,90,4.1,0.07,0.021
1/7/2022,74.9,317,3460,3,8,496,11.5,90,4.1,0.07,0.021
1/8/2022,74.89,316,3420,3.5,8,496,11.5,90,4.1,0.07,0.021
1/9/2022,74.88,315,3400,3,8,453.75,12.075,93.75,4.375,0.0775,0.01775
1/10/2022,74.87,314,3360,3,8,455,12.2,95,4.8,0.08,0.018
1/11/2022,74.8,307,3270,3,8,450,11.7,90,3.1,0.07,0.017
1/12/2022,74.69,296,3140,3,7.9,447,12.2,93,4.7,0.09,0.022
1/13/2022,74.55,282,2970,3,8,440,12,88,4.1,0.07,0.021
1/14/2022,74.41,268,2820,2.7,8,443,12.6,92,4.6,0.09,0.025
1/15/2022,74.25,252,2680,3,8,442.25,12.45,91,4.475,0.085,0.024
1/16/2022,74.1,237,2560,3,8,434.75,12.275,91,4.3,0.0925,0.0195
1/17/2022,73.91,218,2450,2.5,8,436,12.3,91,4.1,0.1,0.02
1/18/2022,73.68,195,2300,2.5,8,431,12.2,91,4.9,0.07,0.018
1/19/2022,73.48,175,2220,2.9,8,433,12.5,93,4.9,0.08,0.018
1/20/2022,73.32,159,2170,2.9,8,443,12.7,94,4.7,0.07,0.018
1/21/2022,73.18,145,2120,2.9,8,450,12.2,87,4.4,0.08,0.016
1/22/2022,73.07,134,2060,2.8,8,448.25,12.325,88.75,4.475,0.0775,0.0165
1/23/2022,72.97,124,2030,2.5,8,459.5,13.2,95.5,4,0.08,0.01825
1/24/2022,72.89,116,1980,2.2,8,456,13.2,96,3.9,0.08,0.018
1/25/2022,72.83,110,1950,1.8,8,470,13.2,94,4.3,0.08,0.019
1/26/2022,72.75,102,1940,1.8,8,474,12.3,88,4.2,0.08,0.018
1/27/2022,72.69,96,1910,2,8,480,12.2,86,4.2,0.08,0.023
1/28/2022,72.65,92,1910,2,7.9,484,12.2,88,4.2,0.08,0.016
1/29/2022,72.66,93,1940,1.5,7.925,483,12.2,87.5,4.2,0.08,0.01775
1/30/2022,72.72,99,1970,1.8,7.975,495.5,12.7,92.5,3.9,0.045,0.0155
1/31/2022,72.76,103,2000,1.7,8,494,12.7,92,4.1,0.04,0.015
2/1/2022,72.75,102,2000,1.6,7.9,500,12.7,94,3.3,0.06,0.017
2/2/2022,72.71,98,1950,3,8,503,13.2,98,3.4,0.06,0.013
2/3/2022,72.65,92,1880,3.2,7.9,507,13,96,3.6,0.07,0.018
2/4/2022,72.67,94,1890,3.2,7.9,507,12.8,93,3.5,0.07,0.016
2/5/2022,72.74,101,1950,3.5,7.9,507,12.85,93.75,3.525,0.07,0.0165
2/6/2022,72.85,112,2060,3.6,8,512.5,12.55,95.25,3.25,0.05,0.0195
2/7/2022,72.96,123,2150,4,8,513,12.6,96,3.2,0.05,0.018
2/8/2022,73.01,128,2180,3.8,8,511,12.4,93,3.4,0.05,0.024
2/9/2022,73.02,129,2160,3.8,8,506,12.9,98,3.3,0.08,0.018
2/10/2022,73.03,130,2140,3.8,7.8,511,12.9,99,3,0.04,0.018
2/11/2022,73.09,136,2160,3.8,8,510,12.6,97,3.3,0.04,0.018
2/12/2022,73.21,148,2240,3.8,7.95,510.25,12.675,97.5,3.225,0.04,0.018
2/13/2022,73.34,161,2360,3.8,7.9,510,12.4,97,3.2,0.03,0.018
2/14/2022,73.42,169,2370,3.8,7.9,510,12.4,97,3.2,0.03,0.018
2/15/2022,73.47,174,2380,3.8,7.9,510,12.4,97,3.2,0.03,0.018
2/16/2022,73.46,173,2340,4.8,7.9,501,12.5,98.5,3.25,0.025,0.0145
2/17/2022,73.45,172,2320,5.2,7.9,492,12.6,100,3.3,0.02,0.011
2/18/2022,73.39,166,2270,5.4,7.9,492,12.1,96,3.3,0.02,0.017
2/19/2022,73.37,164,2240,5.5,7.9,492,12.225,97,3.3,0.02,0.0155
2/20/2022,73.41,168,2280,5.8,8.025,492,12.2,98.25,3.475,0.0275,0.01425
2/21/2022,73.49,176,2310,6,8,492,12.2,98,3.4,0.02,0.014
2/22/2022,73.7,197,2480,6,8.1,492,12.2,99,3.7,0.05,0.015
2/23/2022,73.95,222,2680,6,8.1,492,12.1,98,3.9,0.02,0.017
2/24/2022,74.11,238,2790,5.7,8.1,499,11.8,95,4,0.03,0.019
2/25/2022,74.16,243,2800,5.8,8.1,486,11.9,96,3.7,0.04,0.011
2/26/2022,74.12,239,2760,5.8,8.1,489.25,11.875,95.75,3.775,0.0375,0.013
2/27/2022,74.07,234,2710,5.7,8.1,475.25,12.125,97,3.9,0.0225,0.0195
2/28/2022,74,227,2590,5.5,8.1,479,12,96,3.9,0.02,0.02
3/1/2022,73.9,217,2440,5.5,8.1,464,12.5,100,3.9,0.03,0.018
3/2/2022,73.75,202,2290,5.6,8.1,450,11.5,92,4,0.04,0.021
3/3/2022,73.59,186,2250,5.5,8.1,448,12.3,98,4.2,0.04,0.016
3/4/2022,73.45,172,2230,5.5,8.1,453,11.8,93,4.2,0.03,0.018
3/5/2022,73.32,159,2190,5.6,8.1,451.75,11.925,94.25,4.2,0.0325,0.0175
3/6/2022,73.21,148,2110,5.7,8.1,461.25,12.5,98,3.5,0.05,0.01575
3/7/2022,73.1,137,2070,5.5,8.1,463,12.4,97,3.3,0.06,0.016
3/8/2022,73,127,2030,5.4,8.1,456,12.8,101,4.1,0.02,0.015
3/9/2022,72.94,121,1990,5.4,8.2,455,12.9,100,4.7,0.02,0.013
3/10/2022,72.87,114,1960,5.2,8.1,461,13.6,107,4.3,0.02,0.013
3/11/2022,72.82,109,1940,5,8.2,459,13.9,109,4.4,0,0.013
3/12/2022,72.76,103,1890,5,8.175,459.5,13.825,108.5,4.375,0,0.013
3/13/2022,72.69,96,1850,5,8.3,462.75,14.375,114.5,4.475,0.0275,0.0165
3/14/2022,72.64,91,1810,5,8.3,462,14.2,113,4.3,0.03,0.016
3/15/2022,72.57,84,1780,5,8.3,465,14.9,119,5,0.02,0.018
3/16/2022,72.46,73,1720,5,8.2,466,15.8,125,4.9,0.02,0.015
3/17/2022,72.37,64,1660,5,8.2,470,15,119,4.6,0.04,0.017
3/18/2022,72.34,61,1620,4.5,8.2,472,14.6,116,4.8,0.02,0.012
3/19/2022,72.33,60,1610,5.5,8.2,471.5,14.7,116.75,4.75,0.025,0.01325
3/20/2022,72.38,65,1640,6,8.075,482.5,14.775,121,4.9,0.02,0.0155
3/21/2022,72.46,73,1720,7,8.1,482,14.8,121,4.9,0.02,0.015
3/22/2022,72.53,80,1760,7,8,484,14.7,121,4.9,0.02,0.017
3/23/2022,72.59,86,1810,7,8.2,477,14.9,124,4.7,0.02,0.014
3/24/2022,72.59,86,1800,7,8.2,473,14.9,125,5.5,0.03,0.014
3/25/2022,72.55,82,1760,7,8.2,469,14.7,123,5,0.02,0.016
3/26/2022,72.53,80,1750,7,8.2,470,14.75,123.5,5.125,0.0225,0.0155
3/27/2022,72.49,76,1740,7,8.2,458.5,13.85,123.75,4.95,0.035,0.013
3/28/2022,72.49,76,1770,7,8.2,458,14,125,5.2,0.03,0.013
3/29/2022,72.54,81,1850,8.7,8.2,460,13.4,120,4.2,0.05,0.013
3/30/2022,72.6,87,1810,8.8,8.3,463,13.6,124,4.6,0.04,0.016
3/31/2022,72.68,95,1890,8.7,8.4,461,12.3,111,5.2,0.03,0.015
4/1/2022,72.81,108,1930,11.2,8.4,460,12.3,112,3.9,0.02,0.014
4/2/2022,72.88,115,1970,10,8.4,460.25,12.3,111.75,4.225,0.0225,0.01425
4/3/2022,73.01,128,2070,9.5,8.425,453,11.5,101.75,4.5,0.0275,0.011
4/4/2022,73.21,148,2190,10,8.4,453,11.4,101,4.6,0.03,0.011
4/5/2022,73.37,164,2230,10,8.5,453,11.8,104,4.2,0.02,0.011
4/6/2022,73.51,178,2180,10,8.5,452,11.6,103,5,0.02,0.013
4/7/2022,73.64,191,2210,10,8.5,448,12.1,110,5,0.02,0.01
4/8/2022,73.69,196,2170,10,8.5,443,12.9,117,4.8,0.02,0.011
4/9/2022,73.64,191,2080,10,8.5,444.25,12.7,115.25,4.85,0.02,0.01075
4/10/2022,73.57,184,2030,10.5,8.5,432,12.5,113.75,5.05,0.025,0.01375
4/11/2022,73.56,183,2080,10.5,8.5,432,12.2,111,5,0.02,0.014
4/12/2022,73.67,194,2270,10.5,8.5,432,13.4,122,5.2,0.04,0.013
4/13/2022,73.86,213,2490,11,8.5,429,13,119,4.7,0.02,0.014
4/14/2022,74.08,235,2720,11.2,8.4,427,13,121,5.1,0.03,0.015
4/15/2022,74.19,246,2770,11,8.4,425,11.8,110,3.8,0.03,0.016
4/16/2022,74.19,246,2700,11,8.4,425.5,12.1,112.75,4.125,0.03,0.01575
4/17/2022,74.12,239,2630,11,8.475,415.75,11.4,105.75,4.3,0.03,0.01325
4/18/2022,74.06,233,2570,11.3,8.5,416,11.3,105,4.3,0.03,0.013
4/19/2022,73.99,226,2510,11,8.4,415,11.7,108,4.3,0.03,0.014
4/20/2022,73.95,222,2510,11,8.4,407,11.8,107,4.7,0.04,0.013
4/21/2022,73.9,217,2570,11,8.3,407,11.9,110,4.7,0.02,0.012
4/22/2022,73.81,208,2530,11,8.5,407,11.9,110,4.7,0.02,0.012
4/23/2022,73.68,195,2420,11,8.45,407,11.9,110,4.7,0.02,0.012
4/24/2022,73.55,182,2350,11,8.5,409.5,11.95,112.25,4.75,0.03,0.01275
4/25/2022,73.47,174,2300,11,8.5,407,11.9,110,4.7,0.02,0.012
4/26/2022,73.4,167,2250,12.7,8.5,417,12.1,119,4.9,0.06,0.015
4/27/2022,73.35,162,2210,13,8.5,413,12.2,120,3.7,0.03,0.016
4/28/2022,73.29,156,2160,14,8.5,414,12,118,4,0.04,0.013
4/29/2022,73.27,154,2130,14,8.5,411,11.8,114,4.8,0.02,0.014
4/30/2022,73.38,165,2200,14.1,8.5,411,11.8,114,4.8,0.02,0.014
5/1/2022,73.58,185,2280,15,8.5,411,11.8,114,4.8,0.02,0.014
5/2/2022,73.78,205,2410,15,8.5,411,11.8,114,4.8,0.02,0.014
5/3/2022,73.83,210,2410,15,8.5,401.75,12.15,124.75,4.85,0.0325,0.0115
5/4/2022,73.74,201,2340,15,8.5,402,12.2,125,5.1,0.03,0.011
5/5/2022,73.62,189,2260,16,8.5,401,12,124,4.1,0.04,0.013
5/6/2022,73.53,180,2240,17,8.5,392,11.9,124,4.5,0.03,0.011
5/7/2022,73.47,174,2240,17,8.5,394.25,11.925,124,4.4,0.0325,0.0115
5/8/2022,73.45,172,2250,17,8.5,387.75,11.575,124,4.925,0.035,0.008
5/9/2022,73.44,171,2270,17,8.5,389,11.6,124,5,0.04,0.007
5/10/2022,73.42,169,2300,17.6,8.5,384,11.5,124,4.7,0.02,0.011
5/11/2022,73.44,171,2360,18,8.5,377,10.8,116,4.5,0.02,0.013
5/12/2022,73.5,177,2460,18.1,8.5,372,11.5,125,5,0.03,0.012
5/13/2022,73.58,185,2510,18.3,8.5,368,11.4,125,4.3,0,0.012
5/14/2022,73.63,190,2500,20,8.5,369,11.425,125,4.475,0,0.012
5/15/2022,73.64,191,2500,20,8.5,356,11.575,131.75,5,0.0275,0.01375
5/16/2022,73.63,190,2530,20,8.5,358,11.5,131,5,0.03,0.012
5/17/2022,73.64,191,2580,20.1,8.5,350,11.8,134,5,0.02,0.019
5/18/2022,73.67,194,2600,21,8.5,345,11.6,131,4.8,0.03,0.014
5/19/2022,73.67,194,2580,21,8.5,342,11.4,128,4.9,0.02,0.017
5/20/2022,73.64,191,2540,21,8.5,337,12.2,133,5,0.03,0.016
5/21/2022,73.62,189,2570,21,8.5,338.25,12,131.75,4.975,0.0275,0.01625
5/22/2022,73.66,193,2630,21,8.5,330.5,11.1,124.5,5,0.0625,0.01325
5/23/2022,73.67,194,2650,21,8.5,330,11.1,124,5,0.06,0.013
5/24/2022,73.62,189,2620,21,8.5,332,11.1,126,5,0.07,0.014
5/25/2022,73.58,185,2590,22,8.5,330,11,127,5,0.08,0.013
5/26/2022,73.57,184,2620,22,8.5,324,11.5,132,5,0.06,0.013
5/27/2022,73.58,185,2660,22,8.5,318,10.7,124,5,0.1,0.014
5/28/2022,73.66,193,2760,21,8.5,319.5,10.9,126,5,0.09,0.01375
5/29/2022,73.8,207,2930,21,8.5,310.25,8.25,91.5,4.6,0.09,0.01675
5/30/2022,73.95,222,3080,21,8.5,308,8.2,91,4.9,0.1,0.017
5/31/2022,73.95,222,3020,21,8.5,317,8.4,93,3.7,0.06,0.016
6/1/2022,73.8,207,2830,20,8.5,329,8.6,95,4.3,0.05,0.009
6/2/2022,73.59,186,2610,20,8.5,331,9.2,102,4.2,0,0.008
6/3/2022,73.4,167,2460,20,8.5,325,10,112,4.1,0.06,0.017
6/4/2022,73.24,151,2350,20,8.5,326.5,9.8,109.5,4.125,0.06,0.01475
6/5/2022,73.14,141,2250,21,8.475,319.25,10.075,118.75,4.675,0.0475,0.01425
6/6/2022,73.11,138,2260,21,8.5,319,10.3,121,4.6,0.04,0.015
6/7/2022,73.11,138,2300,21,8.4,320,9.4,112,4.9,0.07,0.012
6/8/2022,73.12,139,2300,21,8.5,323,9.9,118,4,0.03,0.014
6/9/2022,73.12,139,2320,23,8.5,327,9.2,109,4,0.06,0.012
6/10/2022,73.25,152,2490,23,8.4,329,8.9,106,4.6,0.04,0.012
6/11/2022,73.52,179,2760,22,8.425,328.5,8.975,106.75,4.45,0.045,0.012
6/12/2022,73.87,214,3110,23,8.475,334,8.625,101.25,5.025,0.0575,0.008
6/13/2022,74.14,241,3330,23,8.5,333,8.6,101,5,0.06,0.006
6/14/2022,74.33,260,3530,22.4,8.4,337,8.7,102,5.1,0.05,0.014
6/15/2022,74.42,269,3580,22.5,8.4,339,7.4,86,3.4,0.05,0.013
6/16/2022,74.33,260,3420,22.5,8.1,342,8.1,96,4.1,0.06,0.017
6/17/2022,74.11,238,3140,23,8.2,341,7.7,91,3.4,0.05,0.015
6/18/2022,73.82,209,2860,22.5,8.175,341.25,7.8,92.25,3.575,0.0525,0.0155
6/19/2022,73.55,182,2640,22.5,8.3,338.75,7.95,95,4.775,0,0.0135
6/20/2022,73.33,160,2460,22.8,8.3,339,7.8,93,4.7,0,0.011
6/21/2022,73.15,142,2340,23,8.3,338,8.4,101,5,0.11,0.021
6/22/2022,72.99,126,2230,23,8.5,334,8.4,100,3.4,0.02,0.012
6/23/2022,72.86,113,2130,23.4,8.5,334,8.1,98,3.2,0.04,0.013
6/24/2022,72.72,99,2000,23.4,8.5,338,8.1,98,4.2,0.05,0.014
6/25/2022,72.64,91,1920,23.4,8.5,337,8.1,98,3.95,0.0475,0.01375
6/26/2022,72.61,88,1930,23.4,8.475,348.5,9.55,118.75,4.3,0.0525,0.01125
6/27/2022,72.63,90,1960,23.4,8.5,349,9.5,118,4.3,0.06,0.013
6/28/2022,72.63,90,1960,24,8.4,347,9.7,121,4.3,0.03,0.006
6/29/2022,72.62,89,1950,25.3,8.4,352,9.6,121,5.3,0.04,0.012
6/30/2022,72.61,88,1970,25.5,8.2,347,9.9,124,4.3,0.02,0.015
7/1/2022,72.62,89,1980,26,8.1,343,9.51,119,4.8,0.04,0.014
7/2/2022,72.6,87,1940,26.4,8.125,344,9.6075,120.25,4.675,0.035,0.01425
7/3/2022,72.71,98,2080,26.5,7.975,335.75,8.275,105.75,4.425,0.0825,0.013
7/4/2022,72.98,125,2370,26.5,8,337,8.3,106,4.5,0.08,0.013
7/5/2022,73.17,144,2540,26.5,7.9,332,8.2,105,4.2,0.09,0.013
7/6/2022,73.16,143,2430,26.3,7.9,341,7.9,99,4.7,0.07,0.01
7/7/2022,73.05,132,2320,26,8,345,9.22,116,3.4,0.07,0.013
7/8/2022,72.9,117,2170,25,8.3,336,8.3,104,3.9,0.07,0.013
7/9/2022,72.8,107,2130,23.2,8.225,338.25,8.53,107,3.775,0.07,0.013
7/10/2022,72.79,106,2100,23,8.2,338.5,9.2,108,4.425,0.0525,0.0125
7/11/2022,72.78,105,2100,23,8.2,338,9.2,108,4.4,0.06,0.013
7/12/2022,72.77,104,2080,23,8.2,340,9.2,108,4.5,0.03,0.011
7/13/2022,72.81,108,2150,23,8.2,345,9.2,108,4.6,0.05,0.011
7/14/2022,72.86,113,2180,23,8.3,348,9.8,115,4.4,0.06,0.01
7/15/2022,72.77,104,2090,23,8.5,345,10.2,120,4.9,0.03,0.012
7/16/2022,72.64,91,1970,23.5,8.45,345.75,10.1,118.75,4.775,0.0375,0.0115
7/17/2022,72.49,76,1830,23,8.5,349.5,10.625,123.5,4.175,0.0325,0.01575
7/18/2022,72.38,65,1750,23,8.5,350,10.4,123,4.6,0.03,0.015
7/19/2022,72.28,55,1680,23.3,8.5,348,11.3,125,2.9,0.04,0.018
7/20/2022,72.17,44,1640,23.8,8.5,352,11,129,4.3,0.04,0.017
7/21/2022,72.05,32,1610,23.9,8.3,346,10.52,125,5,0.04,0.014
7/22/2022,71.94,21,1540,24,8.3,346,10.4,125,5,0.07,0.02
7/23/2022,71.84,11,1460,24,8.3,346,10.43,125,5,0.0625,0.0185
7/24/2022,71.78,5,1440,24,8.4,350.25,9.975,124.25,4.825,0.06,0.00825
7/25/2022,71.76,3,1470,24,8.4,348,10.1,125,5,0.07,0.007
7/26/2022,71.77,4,1500,24,8.4,357,9.6,122,4.3,0.03,0.012
7/27/2022,71.77,4,1500,26,8.4,356,9.6,122,4,0.02,0.016
7/28/2022,71.77,4,1500,26,8.4,353,10.3,129,4.2,0.07,0.014
7/29/2022,71.76,3,1480,26,8.4,345,9.3,118,4.6,0.03,0.008
7/30/2022,71.75,2,1460,26,8.4,347,9.55,120.75,4.5,0.04,0.0095
7/31/2022,71.81,8,1490,26,8.375,357.75,7.3,91.5,3.65,0.055,0.017
8/1/2022,71.91,18,1580,26,8.4,358,7.2,90,3.7,0.05,0.018
8/2/2022,71.98,25,1610,26,8.3,357,7.6,96,3.5,0.07,0.014
8/3/2022,72.02,29,1610,26,8.4,359,7.6,92,3.7,0.08,0.01
8/4/2022,72.12,39,1690,26,8.5,360,8,100,3.8,0.06,0.012
8/5/2022,72.2,47,1740,26,8.5,357,7.4,94,3.3,0.06,0.008
8/6/2022,72.21,48,1730,25.5,8.5,357.75,7.55,95.5,3.425,0.06,0.009
8/7/2022,72.16,43,1670,26,8.5,356.75,9.025,112.5,3.925,0.0425,0.01075
8/8/2022,72.07,34,1600,26,8.5,357,9,113,4.1,0.04,0.011
8/9/2022,71.99,26,1540,26,8.5,356,9.1,111,3.4,0.05,0.01
8/10/2022,71.92,19,1510,25.4,8.5,357,9.1,112,4.3,0.05,0.012
8/11/2022,71.89,16,1500,25.2,8.4,353,9.4,116,3.4,0.03,0.012
8/12/2022,71.86,13,1490,25,8.5,355,9.9,121,4.3,0.04,0.018
8/13/2022,71.83,10,1450,25,8.475,354.5,9.775,119.75,4.075,0.0375,0.0165
8/14/2022,71.8,7,1430,24.4,8.4,357.75,8.9,109.25,3.975,0.06,0.0115
8/15/2022,71.75,2,1390,24.6,8.4,358,8.7,107,4.2,0.07,0.012
8/16/2022,71.71,-2,1370,24.5,8.4,357,9.5,116,3.3,0.03,0.01
8/17/2022,71.69,-4,1380,24.3,8.4,360,9.5,121,4.3,0.04,0.01
8/18/2022,71.67,-6,1410,24,8.4,361,9.93,123,4.6,0,0.012
8/19/2022,71.62,-11,1400,24.3,8.1,358,10,127,4.5,0.07,0.013
8/20/2022,71.57,-16,1400,24.5,8.175,358.75,9.9825,126,4.525,0.07,0.01275
8/21/2022,71.6,-13,1470,24.2,8.025,367,7.125,87,3.775,0.0775,0.00825
8/22/2022,71.64,-9,1500,24.4,8,367,7.1,87,3.9,0.09,0.007
8/23/2022,71.71,-2,1570,24.4,8.1,367,7.2,87,3.4,0.04,0.012
8/24/2022,71.74,1,1530,24.2,8.2,363,7.2,86,3.2,0.04,0.01
8/25/2022,71.85,12,1610,24.3,8.3,363,6.9,83,3.8,0.06,0.011
8/26/2022,72.24,51,2010,24.1,8.5,364,7.5,87,3.5,0.05,0.012
8/27/2022,72.6,87,2400,24.2,8.45,363.75,7.35,86,3.575,0.0525,0.01175
8/28/2022,72.72,99,2440,24.4,8.325,369,7.45,90.25,3.85,0.05,0.01
8/29/2022,72.65,92,2240,24.5,8.3,368,7.5,91,3.8,0.05,0.011
8/30/2022,72.53,80,2040,24.5,8.4,372,7.3,88,4,0.05,0.007
8/31/2022,72.37,64,1850,24.5,8.4,392,7.8,94,3.8,0.03,0.011
9/1/2022,72.27,54,1740,24.5,8.3,362,8.3,100,2.6,0.05,0.01
9/2/2022,72.31,58,1800,24,8.3,362,7.7,90,3,0.07,0.01
9/3/2022,72.41,68,1870,24,8.3,362,7.85,92.5,2.9,0.065,0.01
9/4/2022,72.4,67,1800,23.7,8.325,365.25,7.425,87.5,3.7,0.055,0.011
9/5/2022,72.39,66,1800,23.7,8.3,364,7.2,85,3.5,0.06,0.011
9/6/2022,72.42,69,1820,23.7,8.4,369,8.1,95,4.3,0.04,0.011
9/7/2022,72.39,66,1790,23.6,8.4,366,8.4,98,3.6,0.03,0.009
9/8/2022,72.31,58,1730,23.6,8,374,7.9,94,3.1,0.03,0.018
9/9/2022,72.21,48,1640,23.5,8.1,371,8.7,102,4,0.04,0.011
9/10/2022,72.12,39,1550,23.5,8.075,371.75,8.5,100,3.775,0.0375,0.01275
9/11/2022,72.04,31,1570,23.4,8.075,375.75,7.8,90,3.4,0.0475,0.00925
9/12/2022,71.99,26,1560,23.3,8.1,375,7.9,91,3.3,0.05,0.009
9/13/2022,71.96,23,1520,23.2,8,378,7.5,87,3.7,0.04,0.01
9/14/2022,71.95,22,1520,23,8.1,375,8.2,95,3.2,0.04,0.01
9/15/2022,71.93,20,1520,22.7,8,376,8,92,3.4,0.03,0.01
9/16/2022,71.98,25,1550,21.7,8,379,7.6,86,3.2,0.03,0.01
9/17/2022,72.09,36,1600,20.7,8,378.25,7.7,87.5,3.25,0.03,0.01
9/18/2022,72.16,43,1580,19,8.15,382.5,7.8,83,3.025,0.0475,0.00575
9/19/2022,72.26,53,1690,19,8.2,381,7.7,82,3,0.05,0.005
9/20/2022,72.44,71,1830,18.5,8,387,8.1,86,3.1,0.04,0.008
9/21/2022,72.64,91,1920,17.8,8,379,7.9,83,3.2,0.05,0.009
9/22/2022,72.78,105,1960,17.1,8,380,8.1,85,3.2,0.05,0.01
9/23/2022,72.96,123,2070,17,8,388,8.3,84,3,0.05,0.011
9/24/2022,73.27,154,2180,17,8,386,8.25,84.25,3.05,0.05,0.01075
9/25/2022,73.52,179,2380,17,7.975,405.25,8.35,87.5,3.75,0.0475,0.012
9/26/2022,73.66,193,2470,17,8,405,8.3,87,4,0.05,0.013
9/27/2022,73.63,190,2440,17,7.9,406,8.5,89,3,0.04,0.009
9/28/2022,73.49,176,2370,16.5,8.2,399,8.4,86,3.2,0.04,0.008
9/29/2022,73.29,156,2240,16,8.1,396,8.9,90,3.6,0.04,0.007
9/30/2022,73.13,140,2150,16,8,392,8.9,91,2.8,0.04,0.011
10/1/2022,73.03,130,2120,16.5,8.025,393,8.9,90.75,3,0.04,0.01
10/2/2022,73.06,133,2170,16.5,7.9,376.5,8.825,88.5,3.375,0.0475,0.00825
10/3/2022,73.17,144,2290,16.3,7.9,377,8.8,88,3.3,0.05,0.009
10/4/2022,73.33,160,2410,16.1,7.9,375,8.9,90,3.6,0.04,0.006
10/5/2022,73.53,180,2480,16,8.1,363,8.7,89,3.6,0.06,0.01
10/6/2022,73.65,192,2490,16,8.1,378,8.9,90,4,0.04,0.009
