Datum,NS - H (mnm),NS -Z (cm),NS - Proticaj (m3/s),NS - T vode   (°C),NS - pH (-),NS - Ep. (µS/cm),NS - O2 (mg/l),NS - O2 (%),NS - HPK (mg/l),NS - NH4-N (mg/l),NS - NO2-N  (mg/l)
9/11/2013,72.56,83,1970,19.5,8.3,387,8.1,90,3.3,0.04,0.01
9/12/2013,72.46,73,1890,19.5,8.3,389,8,88,3.4,0.05,0.01
9/13/2013,72.39,66,1830,19.2,8.3,390,7.76,85,2.9,0.05,0.016
9/14/2013,72.39,66,1850,19.2,8.3,389.75,7.82,85.75,3.025,0.05,0.0145
9/15/2013,72.48,75,1950,19.2,8.225,392.75,7.85,85.5,2.925,0.0575,0.01125
9/16/2013,72.64,91,2080,18.7,8.2,393,7.8,85,2.8,0.06,0.011
9/17/2013,72.78,105,2180,18.7,8.3,392,8,87,3.3,0.05,0.012
9/18/2013,72.89,116,2250,17.5,8.3,395,8.2,87,3.2,0.05,0.009
9/19/2013,73.05,132,2380,17,8.3,387,8.1,87,3.5,0.04,0.009
9/20/2013,73.25,152,2570,17,8.1,387,8.5,89,3.1,0.03,0.008
9/21/2013,73.59,186,2920,17,8.15,387,8.4,88.5,3.2,0.0325,0.00825
9/22/2013,74.04,231,3390,17,8.075,405.25,8.35,85.75,3.05,0.05,0.015
9/23/2013,74.46,273,3810,16.5,8.1,404,8.4,86,3.1,0.05,0.016
9/24/2013,74.74,301,4080,16.5,8,409,8.2,85,2.9,0.05,0.012
9/25/2013,74.89,316,4180,16,8,397,10.2,149,3.5,0.05,0.012
9/26/2013,74.86,313,4090,16,8.1,390,8.6,87,3.7,0.04,0.015
9/27/2013,74.67,294,3810,15.7,8,375,8.9,90,3.8,0.06,0.017
9/28/2013,74.36,263,3460,15.5,8,373,8.9,90,3.9,0.05,0.013
9/29/2013,74.05,232,3120,15.5,8,369,9,90,3.6,0.05,0.014
9/30/2013,73.86,213,2970,15,8,359,9.1,91,3.8,0.05,0.016
10/1/2013,73.73,200,2830,15,7.9,357,8.8,87,3.7,0.06,0.014
10/2/2013,73.65,192,2770,14,7.9,361,8.9,86,4,0.06,0.015
10/3/2013,73.6,187,2750,14,7.9,379,9.1,87,4.4,0.04,0.017
10/4/2013,73.53,180,2700,13,7.7,396,9.4,88,3.7,0.1,0.013
10/5/2013,73.41,168,2570,13,7.8,399,9.4,88,3.5,0.07,0.014
10/6/2013,73.32,159,2460,12.8,8,397,9.3,89,3.8,0.06,0.011
10/7/2013,73.25,152,2420,13,7.9,400,9.5,91,3.7,0.04,0.012
10/8/2013,73.17,144,2350,13,8.1,389,9.4,90,3,0.05,0.019
10/9/2013,73.05,132,2230,13.2,8,406,9.4,90,2.9,0.04,0.017
10/10/2013,72.9,117,2130,13.2,8.2,405,9.3,90,3,0.04,0.011
10/11/2013,72.82,109,2080,13.5,8.2,412,9.3,89,3,0.03,0.011
10/12/2013,72.77,104,2050,13.5,8,410,9.5,92,2.9,0.04,0.01
10/13/2013,72.76,103,2050,14,8,410,9.5,93,2.8,0.04,0.01
10/14/2013,72.79,106,2100,14,8.2,423,9.5,93,2.7,0.04,0.009
10/15/2013,72.94,121,2290,14,8.2,425,9.3,91,3.1,0.04,0.008
10/16/2013,73.18,145,2510,14.5,7.9,420,9.2,92,2.6,0.04,0.009
10/17/2013,73.38,165,2660,14,8.1,414,9.2,90,2.8,0.04,0.011
10/18/2013,73.52,179,2750,13.5,8.1,414,9.4,91,3.2,0.04,0.011
10/19/2013,73.62,189,2780,14,8.2,417,9.4,91,3.3,0.04,0.008
10/20/2013,73.64,191,2730,13,8.2,418,9.5,92,3.1,0.03,0.006
10/21/2013,73.58,185,2610,13,8.2,422,9.5,90,2.5,0.04,0.008
10/22/2013,73.53,180,2580,13,8.3,423,9.7,93,3,0.04,0.009
10/23/2013,73.53,180,2620,13,8.2,428,10,95,2.6,0.04,0.008
10/24/2013,73.5,177,2590,13,8.1,433,10,96,2.8,0.03,0.014
10/25/2013,73.42,169,2520,14,8.1,427,9.6,96,2.5,0.03,0.008
10/26/2013,73.36,163,2490,13.5,8.1,421,9.8,95,2.5,0.03,0.007
10/27/2013,73.3,157,2470,13.5,8.1,430,9.6,94,2.9,0.04,0.008
10/28/2013,73.26,153,2440,14,8.1,424,9.9,97,2.5,0.03,0.008
10/29/2013,73.2,147,2420,14,8.2,425,9.2,90,2.4,0.04,0.011
10/30/2013,73.14,141,2380,14,8.3,426,9.5,92,2.5,0.04,0.009
10/31/2013,73.08,135,2330,14,8.3,475,9.3,91,2.8,0.03,0.007
11/1/2013,73.08,135,2320,13.5,8.2,466,9.3,90,2.8,0.04,0.01
11/2/2013,73.06,133,2300,13.5,8.3,434,9.4,91,2.7,0.04,0.008
11/3/2013,73.03,130,2300,13.5,8.3,428,9.5,92,2.6,0.03,0.009
11/4/2013,73.03,130,2300,13.5,8.3,422,9.4,91,3.2,0.04,0.01
11/5/2013,73.06,133,2300,13,8.3,468,9.6,93,3.3,0.04,0.009
11/6/2013,73.06,133,2290,13,8.3,498,9.4,89,3.2,0.04,0.008
11/7/2013,73.07,134,2290,13,8.3,431,9.5,90,3.1,0.03,0.008
11/8/2013,73.15,142,2360,12,8.3,429,9.7,90,3.3,0.03,0.008
11/9/2013,73.3,157,2420,12,8.3,420,9.3,86,3.2,0.03,0.007
11/10/2013,73.49,176,2520,11.5,8.3,424,9.6,91,3.1,0.04,0.007
11/11/2013,73.78,205,2750,11.2,8.3,424,9.6,91,3.1,0.04,0.007
11/12/2013,74.08,235,3030,11,8.3,454,9.9,90,2.9,0.04,0.009
11/13/2013,74.31,258,3230,11,8.3,449,10,91,3,0.03,0.009
11/14/2013,74.49,276,3420,10.6,8.3,453,9.9,90,3.3,0.05,0.01
11/15/2013,74.66,293,3620,10.5,8.3,405,10.2,90,3.2,0.06,0.008
11/16/2013,74.75,302,3690,9.6,8.3,391,10.4,91,4.2,0.06,0.005
11/17/2013,74.74,301,3630,9.5,8.3,390,10.3,91,3.5,0.04,0.008
11/18/2013,74.66,293,3510,9.5,8.3,455,10.4,91,3.8,0.04,0.011
11/19/2013,74.59,286,3430,9.3,8.3,399,10.6,92,3.4,0.05,0.008
11/20/2013,74.47,274,3240,9.3,8.3,392,10.8,93,3.7,0.04,0.009
11/21/2013,74.26,253,3020,8.8,8.3,403,10.8,92,3.5,0.04,0.01
11/22/2013,74.09,236,2870,7.4,8.3,415,10.7,92,3.4,0.04,0.01
11/23/2013,74.02,229,2840,7.2,8.2,415,10.4,90,3.1,0.05,0.013
11/24/2013,73.98,225,2800,7.2,8.2,414,10.4,89,2.9,0.04,0.01
11/25/2013,73.95,222,2790,7.2,8.3,409,10.7,90,3.2,0.05,0.014
11/26/2013,73.97,224,2830,7.2,8.3,414,10.8,90,3.1,0.05,0.012
11/27/2013,74.09,236,2990,7,8.3,413,11.1,91,3.1,0.05,0.011
11/28/2013,74.27,254,3200,7,8.2,411,11.2,91,3.1,0.04,0.013
11/29/2013,74.49,276,3440,6.4,8.2,403,11.3,91,3.2,0.05,0.01
11/30/2013,74.65,292,3600,6.4,8.2,399,11.5,92,3.9,0.07,0.012
12/1/2013,74.63,290,3540,5.7,8.2,394,11.4,91,3.9,0.05,0.008
12/2/2013,74.49,276,3370,5.5,8.1,403,11.6,92,3.9,0.04,0.01
12/3/2013,74.32,259,3200,5.2,8.2,408,11.9,92,3.5,0.05,0.011
12/4/2013,74.14,241,3000,4.8,8.1,418,11.8,91,3.5,0.04,0.012
12/5/2013,73.95,222,2800,4.6,8.1,416,11.9,91,3.5,0.03,0.011
12/6/2013,73.77,204,2670,4.2,8.1,429,11.1,85,3.1,0.06,0.014
12/7/2013,73.6,187,2500,4,8.1,425.75,11.3,86.5,3.2,0.0525,0.01325
12/8/2013,73.47,174,2430,3.9,8.125,433.75,12.3,93,2.9,0.0575,0.0135
12/9/2013,73.41,168,2420,3.7,8.1,430,12.3,93,2.9,0.06,0.014
12/10/2013,73.37,164,2410,3.8,8.2,445,12.3,93,2.9,0.05,0.012
12/11/2013,73.32,159,2380,3.6,8.3,439,12.4,92,2.9,0.05,0.013
12/12/2013,73.25,152,2340,3.5,8.3,453,12.3,91,3.5,0.04,0.013
12/13/2013,73.18,145,2300,3.5,8.3,465,12.3,91,3.2,0.08,0.011
12/14/2013,73.18,145,2320,3,8.3,462,12.3,91,3.275,0.07,0.0115
12/15/2013,73.25,152,2370,3.2,8.3,473.25,12.3,91.75,2.675,0.045,0.01325
12/16/2013,73.31,158,2450,3.2,8.3,472,12.3,92,2.7,0.04,0.013
12/17/2013,73.36,163,2490,3.1,8.3,477,12.3,91,2.6,0.06,0.014
12/18/2013,73.34,161,2470,2.9,8.3,476,12.4,93,2.8,0.08,0.014
12/19/2013,73.26,153,2400,3.1,8.3,472,12.3,92,2.3,0.07,0.014
12/20/2013,73.17,144,2320,3,8.2,473,12.5,93,3,0.07,0.013
12/21/2013,73.06,133,2220,2.9,8.225,472.75,12.45,92.75,2.825,0.07,0.01325
12/22/2013,72.97,124,2180,3,8.2,479,12.45,92.5,2.5,0.075,0.01575
12/23/2013,72.92,119,2130,3,8.2,480,12.4,92,2.5,0.08,0.016
12/24/2013,72.86,113,2080,2.9,8.2,476,12.6,94,2.5,0.06,0.015
12/25/2013,72.81,108,2050,3,8.3,471,12.6,94,2.2,0.06,0.016
12/26/2013,72.76,103,2010,3,8.3,480,12.71,95,2.5,0.07,0.016
12/27/2013,72.73,100,1990,3.2,8.3,493,12.3,94,3.3,0.08,0.017
12/28/2013,72.71,98,1980,3.4,8.3,489.75,12.4025,94.25,3.1,0.0775,0.01675
12/29/2013,72.74,101,2010,3.6,8.2,464.25,12,92,3,0.0875,0.01725
12/30/2013,72.74,101,2000,3.7,8.2,462,12,92,3,0.09,0.017
12/31/2013,72.83,110,2090,3.8,8.2,471,12,92,3,0.08,0.018
1/1/2014,72.96,123,2360,5,8.3,471,12,92,3,0.08,0.018
1/2/2014,73.03,130,2360,5,8.3,467,11.9,92.5,2.85,0.07,0.0165
1/3/2014,73.01,128,2330,5,8.3,463,11.8,93,2.7,0.06,0.015
1/4/2014,72.97,124,2300,5.3,8.3,464,11.825,92.875,2.7375,0.0625,0.015375
1/5/2014,72.95,122,2300,5.3,8.3,464,11.8,93,2.7,0.05,0.021
1/6/2014,72.88,115,2250,5.4,8.3,464,11.8,93,2.7,0.05,0.021
1/7/2014,72.82,109,2250,5.4,8.3,464,11.8,93,2.7,0.05,0.021
1/8/2014,72.84,111,2250,5.5,8.3,463,11.9,95,2.6,0.06,0.014
1/9/2014,72.89,116,2320,5.5,8.3,468,11.7,93,2.5,0.06,0.015
1/10/2014,72.95,122,2340,5.5,8.2,459,12,96,2.4,0.07,0.015
1/11/2014,73.02,129,2380,5.5,8.225,461.25,11.925,95.25,2.425,0.0675,0.015
1/12/2014,73.07,134,2380,5.5,8.2,459.5,11.875,93.75,2.55,0.06,0.015
1/13/2014,73.11,138,2390,5.4,8.2,461,11.9,94,2.5,0.06,0.015
1/14/2014,73.09,136,2350,5.4,8.2,455,11.8,93,2.7,0.06,0.015
1/15/2014,73.06,133,2310,5.4,8.2,460,11.9,95,2.5,0.06,0.015
1/16/2014,73,127,2260,5.2,8.3,462,11.8,93,2.9,0.05,0.015
1/17/2014,72.96,123,2270,5.3,8.3,472,11.9,94,2.3,0.06,0.013
1/18/2014,72.92,119,2270,5.5,8.3,469.5,11.875,93.75,2.45,0.0575,0.0135
1/19/2014,72.88,115,2260,5.6,8.3,486,12.025,96.5,2.4,0.04,0.01225
1/20/2014,72.92,119,2300,6,8.3,485,12.1,97,2.4,0.04,0.012
1/21/2014,72.99,126,2370,5.8,8.3,489,11.8,95,2.4,0.04,0.013
1/22/2014,73.02,129,2360,5.7,8.3,480,11.8,95,2.2,0.04,0.015
1/23/2014,73.06,133,2360,6.1,8.3,480,11.8,95,2.6,0.04,0.012
1/24/2014,73.16,143,2390,6,8.3,483,11.7,93,2.3,0.04,0.012
1/25/2014,73.34,161,2360,5.2,8.3,474,12,94,2.3,0.04,0.01
1/26/2014,73.45,172,2380,4.8,8.3,471,12,93,2.7,0.04,0.014
1/27/2014,73.55,182,2430,4.7,8.3,479,12.4,93,2.3,0.04,0.012
1/28/2014,73.58,185,2450,4.8,8.3,475,12.3,92,3.6,0.04,0.013
1/29/2014,73.6,187,2490,3,8.3,467,12.1,89,2.7,0.03,0.014
1/30/2014,73.58,185,2470,3,8.3,473,12.5,92,2.5,0.03,0.014
1/31/2014,73.61,188,2520,2.3,8.3,472,12.9,94,3.2,0.03,0.012
2/1/2014,73.54,181,2480,1.8,8.3,472.25,12.8,93.5,3.025,0.03,0.0125
2/2/2014,73.47,174,2460,1.2,8.2,487.5,13.45,95.75,2.95,0.0575,0.015
2/3/2014,73.35,162,2400,1.5,8.2,486,13.5,96,2.9,0.06,0.015
2/4/2014,73.21,148,2320,1.9,8.2,492,13.3,95,3.1,0.05,0.015
2/5/2014,73.18,145,2340,1.8,8.3,486,13.4,96,2.5,0.05,0.013
2/6/2014,73.23,150,2400,2,8.3,497,13.7,99,2.2,0.05,0.013
2/7/2014,73.27,154,2420,2,8.3,497,13.2,97,2.2,0.02,0.014
2/8/2014,73.27,154,2440,2.7,8.3,497,13.9,104,2.8,0.04,0.016
2/9/2014,73.24,151,2380,2.9,8.3,494,13.1,99,2.7,0.05,0.013
2/10/2014,73.22,149,2370,3.2,8.3,511,12.8,96,2.8,0.05,0.013
2/11/2014,73.29,156,2430,3.2,8.3,484,12.8,97,3.1,0.04,0.014
2/12/2014,73.43,170,2560,4.7,8.3,481,12.9,100,2.6,0.02,0.013
2/13/2014,73.54,181,2600,4.8,8.3,479,12.5,97,3.1,0.03,0.015
2/14/2014,73.69,196,2700,4.6,8.3,467,12.5,97,3.7,0.04,0.018
2/15/2014,73.91,218,2870,4.8,8.3,466,12.5,97,3.1,0.06,0.012
2/16/2014,74.15,242,3150,5.1,8.3,466,12.5,97,3.1,0.06,0.012
2/17/2014,74.33,260,3140,5.2,8.3,455,12.5,95,3.1,0.06,0.012
2/18/2014,74.41,268,3170,5.9,8.3,444,11.7,93,3.7,0.06,0.015
2/19/2014,74.34,261,3070,6,8.3,441,12,96,4.5,0.07,0.016
2/20/2014,74.26,253,3000,6,8.3,439,11.6,93,4,0.06,0.015
2/21/2014,74.25,252,3020,6.2,8.3,437,11.6,93,4.3,0.07,0.014
2/22/2014,74.3,257,3060,6.2,8.3,437.5,11.6,93,4.225,0.0675,0.01425
2/23/2014,74.34,261,3060,6.3,8.3,422.5,11.325,92,4.075,0.07,0.013
2/24/2014,74.39,266,3040,6.4,8.3,421,11.3,92,4.2,0.07,0.013
2/25/2014,74.46,273,3120,6.2,8.3,427,11.4,92,3.7,0.07,0.013
2/26/2014,74.5,277,3220,6.3,8.3,431,11.2,91,3.9,0.07,0.011
2/27/2014,74.48,275,3190,6.6,8.2,439,11.3,92,3.7,0.07,0.011
2/28/2014,74.42,269,3110,6.7,8.2,434,11.3,93,4.1,0.06,0.013
3/1/2014,74.35,262,3000,7,8.2,435.25,11.3,92.75,4,0.0625,0.0125
3/2/2014,74.28,255,2920,6.8,8.225,460.75,11.225,93.25,3.425,0.0475,0.01475
3/3/2014,74.14,241,2820,7.2,8.2,459,11.2,93,3.5,0.05,0.016
3/4/2014,74.02,229,2720,7.2,8.3,466,11.3,94,3.2,0.04,0.011
3/5/2014,73.91,218,2610,7.8,8.3,467,11.4,94,3.5,0.05,0.015
3/6/2014,73.81,208,2510,7.4,8.3,483,11.8,98,3.3,0.03,0.011
3/7/2014,73.75,202,2490,8,8.3,477,11.8,98,3.4,0.04,0.012
3/8/2014,73.72,199,2440,8,8.3,478.5,11.8,98,3.375,0.0375,0.01175
3/9/2014,73.69,196,2410,8,8.2,479.75,12.4,104,3.625,0.0375,0.01075
3/10/2014,73.7,197,2430,8,8.2,480,12.3,103,3.5,0.04,0.011
3/11/2014,73.68,195,2400,8.2,8.2,479,12.7,107,4,0.03,0.01
3/12/2014,73.6,187,2360,8.4,8.2,477,13.7,117,3.8,0.04,0.009
3/13/2014,73.52,179,2310,8.5,8.2,481,14.1,121,3.8,0.04,0.008
3/14/2014,73.48,175,2340,8.6,8.3,470,14.6,126,4,0.03,0.009
3/15/2014,73.42,169,2320,9,8.275,472.75,14.475,124.75,3.95,0.0325,0.00875
3/16/2014,73.33,160,2260,9.3,8.2,464,12.95,113.75,4.025,0.0475,0.0085
3/17/2014,73.28,155,2250,9.7,8.2,467,12.9,113,4,0.05,0.009
3/18/2014,73.26,153,2280,10,8.2,455,13.1,116,4.1,0.04,0.007
3/19/2014,73.19,146,2280,10.2,8.2,453,13.3,120,4.3,0.04,0.007
3/20/2014,73.18,145,2300,10.1,8.2,456,12.1,109,4.4,0.05,0.009
3/21/2014,73.3,157,2470,10.3,8.3,457,12.1,108,3.6,0.05,0.007
3/22/2014,73.48,175,2630,10.4,8.3,450,12.2,111,3.5,0.05,0.01
3/23/2014,73.6,187,2640,11.3,8.3,451,11.9,109,3.5,0.04,0.009
3/24/2014,73.67,194,2660,10,8.3,484,11.3,104,4.2,0.07,0.007
3/25/2014,73.66,193,2660,10.5,8.4,460,10.8,99,3.8,0.07,0.007
3/26/2014,73.63,190,2620,10.7,8.5,436,10.8,98,3.1,0.04,0.007
3/27/2014,73.66,193,2670,11.2,8.6,432,10.6,97,3.8,0.03,0.009
3/28/2014,73.75,202,2740,11.6,8.6,426,10.4,96,3.7,0.08,0.008
3/29/2014,73.81,208,2770,11.2,8.7,418,11.2,104,3.2,0.05,0.01
3/30/2014,73.85,212,2830,11.4,8.3,422,11.2,104,3.4,0.04,0.01
3/31/2014,73.84,211,2790,11.5,8.4,426,11,101,3,0.04,0.013
4/1/2014,73.74,201,2670,11.8,8.4,415,11.2,104,2.8,0.06,0.012
4/2/2014,73.63,190,2570,12,8.4,412,11.1,102,2.9,0.05,0.012
4/3/2014,73.54,181,2550,12,8.4,419,11.4,106,3.4,0.04,0.01
4/4/2014,73.44,171,2500,12,8.4,405,11.1,105,3.4,0.04,0.011
4/5/2014,73.36,163,2460,13,8.4,408.5,11.175,105.25,3.4,0.04,0.01075
4/6/2014,73.34,161,2480,12,8.4,398.25,10.525,101.25,3.175,0.06,0.0115
4/7/2014,73.3,157,2460,15.3,8.4,400,10.5,101,3.1,0.06,0.012
4/8/2014,73.28,155,2490,15,8.4,393,10.6,102,3.4,0.06,0.01
4/9/2014,73.25,152,2470,14,8.3,396,10.4,100,3.5,0.07,0.007
4/10/2014,73.23,150,2480,14,8.3,395,10,95,2.8,0.05,0.01
4/11/2014,73.24,151,2480,13.5,8.4,394,10,95,2.8,0.05,0.012
4/12/2014,73.26,153,2510,13.4,8.3,392,10,95,2.7,0.05,0.01
4/13/2014,73.31,158,2530,13.4,8.3,393,10.4,99,2.7,0.05,0.012
4/14/2014,73.39,166,2580,13.8,8.3,393,10.2,99,2.9,0.05,0.011
4/15/2014,73.46,173,2630,13.2,8.4,389,10.1,98,2.3,0.04,0.011
4/16/2014,73.49,176,2650,13.1,8.4,384,10.4,99,3.2,0.04,0.011
4/17/2014,73.45,172,2610,12.3,8.4,383,10.1,95,2.7,0.03,0.011
4/18/2014,73.38,165,2520,12,8.4,383,10.1,95,2.7,0.03,0.011
4/19/2014,73.36,163,2450,12.8,8.4,383,10.03,96,3.2,0.03,0.01
4/20/2014,73.44,171,2420,13.2,8.4,383,10.03,96,3.2,0.03,0.01
4/21/2014,73.54,181,2450,13.7,8.3,385,10.03,96,3.2,0.03,0.01
4/22/2014,73.58,185,2400,14.2,8.4,387,10.2,98,2.9,0.07,0.011
4/23/2014,73.54,181,2410,14.5,8.4,387,10.3,100,3.3,0.04,0.011
4/24/2014,73.5,177,2360,15,8.4,387,10,98,3.7,0.08,0.01
4/25/2014,73.55,182,2370,14.5,8.4,387,9.3,91,2.8,0.08,0.008
4/26/2014,73.64,191,2490,14.5,8.4,378,9.4,93,2.7,0.07,0.011
4/27/2014,73.74,201,2480,14.5,8.4,377,9.3,92,2.8,0.06,0.012
4/28/2014,73.82,209,2510,14.8,8.6,378,9.1,91,2.8,0.05,0.012
4/29/2014,73.86,213,2560,15.2,8.5,373,9.2,92,2.7,0.06,0.014
4/30/2014,73.9,217,2610,15.2,8.3,377,9.1,92,2.9,0.06,0.016
5/1/2014,73.93,220,2660,15.4,8.3,377,9.1,92,2.9,0.06,0.016
5/2/2014,73.98,225,2680,15.5,8.4,378.5,9.1,92,2.9,0.06,0.016
5/3/2014,74.06,233,2740,16.2,8.4,380,9.4,97,3.4,0.06,0.014
5/4/2014,74.2,247,2870,15.5,8.4,357,9,93,3.7,0.09,0.01
5/5/2014,74.28,255,2880,15.5,8.4,386,8.8,88,3.2,0.09,0.014
5/6/2014,74.39,266,2940,16,8.4,389,8.7,88,2.9,0.05,0.007
5/7/2014,74.54,281,3030,16,8.4,385,8.9,90,3.4,0.05,0.01
5/8/2014,74.62,289,3080,16.7,8.2,363,8.6,87,4,0.06,0.019
5/9/2014,74.65,292,3080,16.9,8.3,367,8.9,90,4.9,0.05,0.019
5/10/2014,74.61,288,3040,17.2,8.3,348,9.1,95,3.8,0.06,0.02
5/11/2014,74.53,280,3000,17.2,8.2,349,9.3,97,3.5,0.05,0.02
5/12/2014,74.43,270,2920,17,8.2,376,9.4,97,3.8,0.07,0.019
5/13/2014,74.36,263,2920,17,8.2,369,9.6,101,3.7,0.06,0.018
5/14/2014,74.35,262,2960,17.2,8.2,343,9.5,99,3.4,0.06,0.014
5/15/2014,74.47,274,2990,17.4,8.2,337,9.4,97,5.5,0.06,0.013
5/16/2014,74.79,306,3230,17.2,8.2,362,9,88,6.6,0.07,0.017
5/17/2014,75.09,336,3290,17.4,8.2,344,9.3,91,4.9,0.06,0.014
5/18/2014,75.37,364,3460,17,8.2,348,9.2,89,3.7,0.07,0.013
5/19/2014,75.65,392,3750,18,8.1,393,8.9,87,2.7,0.08,0.014
5/20/2014,75.98,425,4190,20,8,385,9.1,90,4.9,0.05,0.021
5/21/2014,76.26,453,4560,19.2,7.9,354,8.9,89,4.3,0.05,0.013
5/22/2014,76.43,470,4780,19,8,399,8.7,87,4.4,0.05,0.014
5/23/2014,76.52,479,4930,16,8,370,8.7,88,4.4,0.07,0.018
5/24/2014,76.56,483,5010,16,8.1,367,8.6,87,5,0.08,0.025
5/25/2014,76.56,483,5020,16,8.2,321,8.5,87,4,0.09,0.026
5/26/2014,76.49,476,4970,17,8.1,363,8.4,87,4.3,0.06,0.023
5/27/2014,76.37,464,4830,17.5,8.3,344,8.2,87,4.4,0.07,0.02
5/28/2014,76.2,447,4710,17.5,8.3,335,7.9,85,4.2,0.06,0.025
5/29/2014,76.02,429,4480,18,8.3,372,7.8,85,4.3,0.06,0.019
5/30/2014,75.82,409,4270,18,8.3,376,7.8,84,4.1,0.05,0.022
5/31/2014,75.67,394,4150,18.2,8.2,342,7.8,84,3.5,0.07,0.017
6/1/2014,75.67,394,4310,18.2,8.1,335,7.8,84,3.4,0.05,0.019
6/2/2014,75.75,402,4580,19,8.1,335,7.9,84,3.5,0.06,0.017
6/3/2014,75.84,411,4830,19,8.1,340,7.9,83,3.2,0.07,0.018
6/4/2014,75.88,415,4970,19.2,7.9,345,8.1,85,3.2,0.05,0.018
6/5/2014,75.84,411,4910,18,8.1,301,8.4,89,3.3,0.05,0.019
6/6/2014,75.67,394,4600,18,8,335,8.5,90,3.2,0.05,0.016
6/7/2014,75.37,364,4240,18,8.1,311,8.4,90,3.8,0.06,0.019
6/8/2014,75.05,332,3840,18.7,8.1,316,8.1,89,4.2,0.06,0.02
6/9/2014,74.77,304,3610,19,8,321,7.7,85,4.2,0.08,0.026
6/10/2014,74.53,280,3460,20.3,8.1,324,7.1,79,3.8,0.07,0.021
6/11/2014,74.32,259,3300,20.6,8,325,7.1,81,4,0.07,0.018
6/12/2014,74.11,238,3120,20.2,8,355,6.9,79,3.3,0.07,0.019
6/13/2014,73.94,221,3010,22.2,8.1,330,6.9,80,3.8,0.09,0.019
6/14/2014,73.83,210,2940,23,8.075,336.25,6.9,79.75,3.675,0.085,0.019
6/15/2014,73.8,207,2930,23.1,8.1,363.25,6.725,78,3.175,0.075,0.01525
6/16/2014,73.85,212,3020,22.3,8.1,364,6.7,78,3.2,0.07,0.015
6/17/2014,73.93,220,3130,22,8.1,361,6.8,78,3.1,0.09,0.016
6/18/2014,73.96,223,3130,22.1,8.1,330,7,80,3.7,0.09,0.015
6/19/2014,73.89,216,3030,21,8.2,331,7.1,80,3.5,0.07,0.015
6/20/2014,73.74,201,2850,21,8.2,334,7.3,83,3.3,0.06,0.014
6/21/2014,73.54,181,2670,21.3,8.2,333.25,7.25,82.25,3.35,0.0625,0.01425
6/22/2014,73.35,162,2540,21.5,8.075,330.5,7.675,88,2.975,0.0525,0.01325
6/23/2014,73.18,145,2380,22,8.1,332,7.7,88,3,0.05,0.012
6/24/2014,73.02,129,2260,22.5,8,326,7.6,88,2.9,0.06,0.017
6/25/2014,72.94,121,2270,21.3,8,334,7.5,87,3.1,0.06,0.012
6/26/2014,72.9,117,2270,21.4,8,328,7.5,86,2.5,0.07,0.014
6/27/2014,72.92,119,2290,22,8,324,7.4,85,2.4,0.07,0.014
6/28/2014,72.97,124,2310,22,8,319,7.4,86,2.7,0.06,0.012
6/29/2014,73.06,133,2340,22.1,7.9,309,7.6,88,2.9,0.06,0.01
6/30/2014,73.18,145,2410,22.2,8,310,7.6,88,2.3,0.03,0.013
7/1/2014,73.2,147,2410,21.4,7.9,305,7.7,88,3.3,0.06,0.013
7/2/2014,73.2,147,2440,21.5,8.1,320,7.5,87,2.4,0.06,0.014
7/3/2014,73.21,148,2450,22,8.1,318,7.7,89,2.7,0.05,0.011
7/4/2014,73.27,154,2510,22,8.1,322,7.8,90,2.5,0.04,0.012
7/5/2014,73.45,172,2690,22,8.1,315,8,94,2.9,0.06,0.012
7/6/2014,73.6,187,2770,22.3,8,316,7.9,93,2.8,0.04,0.011
7/7/2014,73.64,191,2800,22.5,8.1,327,7.8,92,2.6,0.06,0.014
7/8/2014,73.63,190,2760,23,8.1,328,7.5,89,2.5,0.06,0.014
7/9/2014,73.57,184,2690,23.3,8.1,325,7.5,88,2.6,0.08,0.014
7/10/2014,73.47,174,2600,23.4,8.1,312,7.3,87,2.8,0.06,0.011
7/11/2014,73.34,161,2500,23.1,8.1,309,7.2,85,2.4,0.06,0.013
7/12/2014,73.27,154,2470,22,8.2,310,7.4,86,2.1,0.06,0.011
7/13/2014,73.35,162,2570,22,8.1,310,7.4,85,2.3,0.05,0.012
7/14/2014,73.55,182,2700,22,8.1,307,7.4,85,2.4,0.04,0.013
7/15/2014,73.69,196,2760,22.3,8.1,413,7.5,87,2.7,0.05,0.014
7/16/2014,73.77,204,2800,22.1,8.2,346,7.3,86,2.9,0.05,0.013
7/17/2014,73.84,211,2790,23,8.2,326,7.4,87,2.3,0.05,0.011
7/18/2014,73.88,215,2830,23,8.2,317,7.5,88,2.9,0.06,0.014
7/19/2014,73.87,214,2840,23.2,8.2,319,7.9,95,2.8,0.05,0.012
7/20/2014,73.8,207,2810,23.7,8.2,319,7.7,93,2.6,0.05,0.014
7/21/2014,73.71,198,2760,24,8.3,326,7.8,94,3.1,0.04,0.012
7/22/2014,73.58,185,2650,24,8.3,316,7.7,93,3,0.05,0.014
7/23/2014,73.44,171,2560,24,8.2,305,7.7,93,2.7,0.06,0.014
7/24/2014,73.31,158,2460,24,8.2,311,7.4,89,3.3,0.07,0.011
7/25/2014,73.21,148,2400,24,8.2,318,7.4,89,3,0.07,0.009
7/26/2014,73.26,153,2450,23,8.2,321,8,97,2.8,0.05,0.008
7/27/2014,73.53,180,2660,23,8.2,321,7.9,96,3,0.05,0.012
